brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,Price,Sale Product Count,Total Sales,Available Stock
Dell,Vostro 3510 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $713.99 ,14,66235.92,
Dell,Inspiron 5620 Laptop,16 Inches,"Grey, Gray, Platinum Silver",256 GB,Core i5,12 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $739.99 ,43,139779.42,
Dell,Vostro 3510 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $877.99 ,29,39999.6,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $389.99 ,34,76499.55,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,58,22419.62,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $459.99 ,36,79287.47,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i5,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $931.30 ,16,49344.9,
Dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i5,12 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $732.99 ,46,80946,
Dell,Vostro 3510 Laptop,15.6 Inches,Black,128 GB,Core i3,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $691.99 ,61,27899.55,
Dell,Latitude 3520 Laptop,15.6 Inches,,1000 GB,Core i7,,Windows 11 Pro,,,,,," $1,626.99 ",17,11648,
Dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,, $739.99 ,29,36579.38,
Dell,Vostro 7620 Laptop,16 Inches,Black,4000 GB,Core i7,40 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050,,,," $1,512.99 ",13,8189.79,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i7,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $2,337.99 ",24,26549.55,
Lenovo,ThinkBook 15 G4,15.6 Inches,Mineral Grey,2 TB,Core i7 Family,16 GB,Windows 10 Pro,"Fingerprint Reader, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,," $1,279.00 ",59,35976,
Dell,Alienware m16 Laptop,16 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,," $1,989.85 ",46,20915.82,
Dell,Latitude 3540 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $864.99 ,57,30183.72,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $999.99 ,24,17379.03,
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $899.99 ,40,24779.58,
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $639.99 ,35,50095.38,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,599.00 ",59,87945,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,699.00 ",39,9749.75,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,31,19849.86,
MSI,Raider GE76 12UE,17.3 Inches,Titanium Blue-Black-Dark Blue-Black,1 TB,Intel Core i9,16 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,," $1,999.00 ",54,95940,
Dell,7520,15.6 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Pro,TrackPoint,"Integrated, Dedicated",,,, $439.99 ,59,7068,
Dell,Latitude 7420 Laptop,14 Inches,,1000 GB,Core i7,,Windows 10 Home,,,,,," $1,528.99 ",63,10879.83,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,500 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $604.99 ,58,17509.83,
Lenovo,ThinkPad E16 Gen 1,16 Inches,Graphite Black,1 TB,Core i7 Family,16 GB,Windows 11 Home,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,," $1,309.00 ",23,70356,
acer,Aspire 3 A315,15.6 Inches,Pure Silver,512 GB,Core i5 Family,8 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,, $709.00 ,61,70281,
Dell,Latitude 3420 Laptop,14 Inches,Black,1000 GB,Core i7,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,158.77 ",17,60725.42,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i5,4 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $844.58 ,56,5979.87,
Dell,G15 5530 Laptop,15.6 Inches,Gray,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,," $1,366.99 ",19,22759.8,
Dell,Latitude 5320 Laptop,13.3 Inches,,256 GB,Core i5,,Windows 11 Pro,,,,,, $899.99 ,16,103248.84,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $389.99 ,61,67912.32,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,48,43999.56,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $459.99 ,40,25713.54,
Dell,Precision 7670 Laptop,16 Inches,Silver,2000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,,," $2,738.99 ",48,14749.75,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,683.99 ",13,16769.57,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $2,675.99 ",30,12389.79,
Dell,Latitude 5420 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $764.99 ,53,62999.37,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,037.99 ",55,45924.45,
Dell,Latitude 3520 Laptop,15.6 Inches,Black,8000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,887.38 ",26,11699.7,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $992.10 ,41,110354,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $742.99 ,55,12558,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,764.99 ",40,6369.65,
HP,15-DY200,15.6 Inches,Natural Silver,512 GB,Core i7 Family,16 GB,Windows 11 Pro,"HD Audio, Memory Card Slot, Numeric Keypad",Integrated,,,, $899.00 ,25,81410.67,
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i9,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,," $2,604.99 ",36,12539.7,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $999.99 ,62,13649.65,
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $899.99 ,53,21743.12,
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $639.99 ,51,79499.5,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,599.00 ",36,68757,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,699.00 ",19,3780.62,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,35,25199.72,
Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,2000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3060,,,," $2,921.99 ",43,43967.68,
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,1000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,," $3,178.99 ",61,7079.88,
Dell,Vostro 7620 Laptop,16 Inches,Black,2000 GB,Core i7,40 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,," $1,365.99 ",48,222139.42,
Dell,Inspiron 5630 Laptop,16 Inches,Gray,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $1,084.99 ",63,36009.74,
Dell,Precision 5770 Laptop,17 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,," $3,331.99 ",31,23016,
Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4080,,,," $3,002.99 ",18,119802.53,
Dell,Latitude 3420 Laptop,14 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce MX450,,,, $813.99 ,31,12089.69,
Dell,Latitude 7320 Laptop,13.3 Inches,,512 GB,Core i5,16 GB,Windows 10 Home,,Integrated,,,, $807.99 ,44,52971.36,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,757.99 ",32,37119.42,
Dell,Precision 3470 Laptop,14 Inches,Silver,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $1,046.99 ",18,15599.6,
Dell,Latitude 7440 2-in-1,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $2,401.99 ",15,15704.85,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $389.99 ,39,214957,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,13,11309.71,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $459.99 ,21,6899.85,
Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,," $2,790.04 ",27,73554,
MSI,Stealth 15M B12UE,15.6 Inches,Core Black,2 TB,Core i7 Family,48 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,," $1,689.00 ",59,13935.87,
Dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $773.99 ,17,42227.46,
Dell,Precision 3581 Laptop,15.6 Inches,Silver,512 GB,Core i9,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,,,," $2,268.99 ",23,4799.8,
Dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 2050,,,," $1,207.99 ",28,22229.43,
Dell,Latitude 7440 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,," $1,212.99 ",53,32487,
Dell,Latitude 7340 Laptop,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,311.99 ",14,168659.4,
Dell,Latitude 3420 Laptop,14 Inches,,2000 GB,Core i5,,Windows 11 Home,,,,,, $880.99 ,58,8969.77,
Dell,Inspiron 5410 2-in-1,14 Inches,"Grey, Platinum Silver",128 GB,Core i5,4 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $764.99 ,58,81592,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $999.99 ,48,57867.63,
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $899.99 ,27,20466,
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $639.99 ,39,33544,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,599.00 ",30,34219.42,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,699.00 ",20,96843,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,47,43999.56,
Dell,Latitude 3520 Laptop,15.6 Inches,,512 GB,Core i5,,Windows 10 Home,,,,,, $921.16 ,36,16999.83,
Dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $802.99 ,32,25219.35,
Dell,Latitude 7420 Laptop,14 Inches,,512 GB,Core i7,16 GB,Windows 11 Home,,Integrated,,,, $801.99 ,29,10846.11,
Dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,267.99 ",25,17939.54,
Dell,Precision 3580 Laptop,15.6 Inches,Silver,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,," $1,783.99 ",14,17599,
Dell,Latitude 7330 Laptop,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $844.58 ,59,13499.85,
Dell,Alienware m18 Laptop,18 Inches,Black,4000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,," $4,143.99 ",19,37253.58,
ASUS,TUF Dash 15,15.6 Inches,Eclipse Gray,1 TB,Core i7 Family,16 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,," $1,179.00 ",21,14719.77,
Dell,Alienware X16 Laptop,16 Inches,Silver,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,," $2,806.99 ",35,11166.84,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $809.99 ,24,23517.78,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,128 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $633.99 ,29,8823,
Dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,043.99 ",56,87945,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $389.99 ,38,24959.36,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,56,110499.35,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $459.99 ,57,42104.79,
Lenovo,ThinkPad T16 Gen 1,16 Inches,Thunder Black,1 TB,Core i7 Family,16 GB,Windows 10 Pro,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,," $1,839.00 ",27,213975.44,
Dell,Latitude 5420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $764.99 ,57,41999.58,
Dell,Latitude 7420 2-in-1,14 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,733.99 ",20,71997.6,
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,," $2,385.99 ",40,43355.55,
Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce MX550,,,," $1,708.99 ",46,37169.37,
ASUS,TUF Gaming A17,17.3 Inches,Graphite Black,1 TB,Ryzen 5 4600H,16 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,," $1,049.00 ",36,158162.55,
Lenovo,IdeaPad 3 81X8,15.6 Inches,Almond,1 TB,Core i3 Family,12 GB,Windows 10 Home,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,, $589.00 ,37,17159.56,
Dell,XPS 9320 Laptop,13.4 Inches,Platinum,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $1,720.95 ",21,29699.67,
DELL,Inspiron 15 3525,15.6 Inches,Platinum Silver,2 TB,AMD Ryzen 7,24 GB,Windows 11 Pro,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,," $1,269.00 ",56,69659,
Dell,Precision 7780 Laptop,17 Inches,Silver,32 GB,Core i9,128 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $4,618.00 ",65,31269.47,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $999.99 ,61,75596.85,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,599.00 ",34,44174,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,699.00 ",30,304053.48,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,25,16099.65,
Dell,Alienware x14 R2 Laptop,14 Inches,Silver,4000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,," $2,620.99 ",21,10139.74,
Dell,Precision 3581 Laptop,15.6 Inches,Silver,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,," $1,576.99 ",42,23799.86,
Dell,Latitude 5530 Laptop,15.6 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce MX250,,,," $1,929.99 ",15,7769.26,
Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $1,204.99 ",20,23399.74,
Dell,Precision 5770 Laptop,17 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,," $3,212.99 ",16,167279.59,
Dell,Precision 7780 Laptop,17 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $2,815.30 ",55,30636.2,
Dell,Precision 7780 Laptop,17 Inches,Silver,1000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $3,378.36 ",12,44999.55,
Dell,Precision 7770 Laptop,17.3 Inches,Silver,256 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,,,," $2,792.78 ",23,59241,
Dell,Precision 3480 Laptop,14 Inches,Silver,256 GB,Core i7,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,," $1,008.94 ",43,34999.65,
Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3070 Ti,,,," $2,580.73 ",22,14645,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $389.99 ,12,75851.57,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,19,7019.82,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $459.99 ,21,5187,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,816.99 ",19,131316.9,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $2,547.99 ",59,19109.79,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $640.99 ,58,40959.36,
Dell,Precision 3480 Laptop,14 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $1,023.99 ",16,32281,
Dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $730.99 ,50,28187.71,
Dell,Latitude 7420 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,493.99 ",51,33579,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $2,675.99 ",46,15999.84,
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,667.99 ",23,10029.83,
Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,4000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,," $3,496.99 ",48,22539.51,
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $2,616.99 ",19,20768,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $672.99 ,13,48799.39,
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $999.99 ,58,21239.64,
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $899.99 ,27,31859.46,
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $639.99 ,23,64233.94,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,599.00 ",62,124999.5,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,699.00 ",27,45599.75,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,18,25584,
Dell,Alienware m16 R1,16 Inches,Dark Metallic Moon,4 TB,Core i7 Family,64 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,," $2,699.00 ",44,11209.81,
Dell,Latitude 7420 Laptop,14 Inches,,256 GB,Core i7,16 GB,Windows 10 Home,,Integrated,,,," $1,431.99 ",61,8511.68,
Acer,Nitro 5 AN515,15.6 Inches,Obisidian Black,2 TB,Core i7 Family,64 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,," $1,819.00 ",48,69431.12,
Dell,Alienware m16 Laptop,16 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,," $3,514.99 ",52,63989.55,
Dell,Latitude 5430 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $2,316.99 ",53,43211.74,
Dell,Precision 7560 Laptop,15.6 Inches,Silver,1000 GB,Core i7,8 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia T1200,,,," $2,142.99 ",28,21449.45,
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,," $2,409.99 ",34,17019.63,
ASUS,ROG Strix G15,15.6 Inches,Eclipse gray,1 TB,AMD Ryzen 7,32 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,," $1,279.00 ",46,74315.67,
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $389.99 ,40,40807,
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,46,43173,
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $459.99 ,34,62995.5,
Dell,Alienware m17 Ryzen Edition R5 Laptop,17.3 Inches,Dark Side of the Moon,1000 GB,AMD Ryzen 7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3080,,,," $2,357.99 ",28,28665,
Dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 2050,,,," $1,249.99 ",24,7669.87,
